suburb,state_code,suburb_normalized,winner_shop_number,winner_label,winner_distance_km,runner_up_shop_number,runner_up_label,runner_up_distance_km
Pine Point,SA,pine point,5281,Salisbury Downs,71.67,5351,Ingle Farm,75.38
Rogues Point,SA,rogues point,5281,Salisbury Downs,73.54,5351,Ingle Farm,77.72
Sandilands,SA,sandilands,5281,Salisbury Downs,73.87,5351,Ingle Farm,78.09
Tiddy Widdy Beach,SA,tiddy widdy beach,5281,Salisbury Downs,74.95,5351,Ingle Farm,79.68
Wauraltee,SA,wauraltee,5281,Salisbury Downs,96.83,5351,Ingle Farm,99.81
Yorke Valley,SA,yorke valley,5281,Salisbury Downs,93.2,5351,Ingle Farm,97.09
Minlaton,SA,minlaton,5281,Salisbury Downs,94.04,5351,Ingle Farm,96.09
Port Julia,SA,port julia,5281,Salisbury Downs,69.31,5351,Ingle Farm,72.35
Ramsay,SA,ramsay,5281,Salisbury Downs,82.87,5351,Ingle Farm,84.01
Wool Bay,SA,wool bay,5281,Salisbury Downs,83.11,5351,Ingle Farm,83.44
Honiton,SA,honiton,5351,Ingle Farm,99.2,5281,Salisbury Downs,99.36
Yorketown,SA,yorketown,5281,Salisbury Downs,97.57,5351,Ingle Farm,97.98
Curramulka,SA,curramulka,5281,Salisbury Downs,83.97,5351,Ingle Farm,86.57
Port Vincent,SA,port vincent,5281,Salisbury Downs,70.37,5351,Ingle Farm,72.39
Sheaoak Flat,SA,sheaoak flat,5281,Salisbury Downs,69.74,5351,Ingle Farm,72.48
Port Giles,SA,port giles,5281,Salisbury Downs,83.48,5351,Ingle Farm,83.6
Stansbury,SA,stansbury,5281,Salisbury Downs,78.81,5351,Ingle Farm,79.95
Coobowie,SA,coobowie,5281,Salisbury Downs,87.1,5351,Ingle Farm,87.13
Edithburgh,SA,edithburgh,5351,Ingle Farm,87.48,5281,Salisbury Downs,87.77
Sultana Point,SA,sultana point,5351,Ingle Farm,87.06,5281,Salisbury Downs,87.59
Adelaide Airport,SA,adelaide airport,5351,Ingle Farm,17.6,5281,Salisbury Downs,21.32
Export Park,SA,export park,5351,Ingle Farm,15.71,5281,Salisbury Downs,19.62
